numero_dpe,date_etablissement_dpe,methode_application_dpe,etiquette_dpe,type_batiment,periode_construction,zone_climatique,code_insee_ban,typologie_logement,nombre_niveau_immeuble,nombre_niveau_logement,nombre_appartement,type_energie_principale_chauffage,type_energie_principale_ecs,type_ventilation,conso_5_usages_par_m2_ep,emission_ges_5_usages_par_m2,cout_chauffage,cout_ecs,cout_total_5_usages,surface_habitable_logement,surface_habitable_immeuble
2177E1040431O,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,135.5,326.8,642.9,69.5,2391.6
2164E0057479F,2021-07-01,dpe appartement individuel,F,appartement,1948-1974,H2c,64126,,,4,,Électricité,Non affecté,,366.3,14.7,2127,398,2551,63.6,
2177E0058107W,2021-07-01,dpe maison individuelle,E,maison,1948-1974,,77514,,1,1,1,Gaz naturel,Non affecté,,283.4,63.4,1009,153,1192,38.1,38.1
2150E0745723P,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,195.5,7,715,94,937,52,52
2157E0741966J,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2130E0000177Z,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H3,30189,,,1,1,Électricité,Non affecté,,262.8,8.3,474.7,338.3,826.7,,
2150E0745561J,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,113.1,4,315,93,547,47,47
2129E0264078Z,2021-07-01,dpe appartement individuel,C,appartement,1948-1974,H2a,29105,,,1,,Gaz naturel,Non affecté,,151.4,19.6,791,589,1599,78.4,
2122E0178303R,2021-07-01,dpe maison individuelle,F,maison,avant 1948,,22343,,3,1,1,Bois – Bûches,Non affecté,,341.3,12.9,2588,276,3010,105.3,
2106E0012401F,2021-07-01,dpe appartement individuel,B,appartement,2006-2012,H3,06083,,,7,,Électricité,Non affecté,,110.8,4,166,318,549,36.6,
2157E0741467E,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,4,4,16,Gaz naturel,Non affecté,,374.6,83.9,1093.1,201.8,1343.6,52,904
2150E0774550I,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,110,4,276,94,535,47,47
2195E0018054B,2021-07-01,dpe appartement individuel,C,appartement,2006-2012,H1a,95306,,,1,,Électricité,Non affecté,,139.1,5.1,438,550,1090,59.6,
2179E0000210D,2021-07-01,dpe maison individuelle,D,maison,1983-1988,H2b,79048,,,1,,Électricité,Non affecté,,238.5,7.7,1358.8,439,1947.7,,
2164E0646146G,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H2c,64445,,,3,,Électricité,Non affecté,,321,13,1883,303,2212,79.7,
2150E0743526C,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50237,,1,1,1,Électricité,Non affecté,,133.3,5,698,120,955,78,78
2150E0774560S,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,119.4,4,440,105,704,61,61
2121E0021540H,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H1c,21231,,,3,,Électricité,Non affecté,,226,8.8,746,352,1140,39.1,
2179E1018057C,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H2b,79191,,,1,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,410,71,1489,382,2063,63.6,
2191E0010025C,2021-07-01,dpe maison individuelle,D,maison,1989-2000,,91103,,2,2,1,Gaz naturel,Non affecté,,151.9,29.8,1055,204,1491,92.3,92.3
2150E0893153Z,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,120.1,4,319,92,573,47,47
2133E0001757W,2021-07-01,dpe appartement individuel,E,appartement,1975-1977,H2c,33063,,,1,1,Électricité,Non affecté,,323.8,10.3,725.5,338.7,1154.3,,
2117E0029300P,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H2b,17300,,,2,,Gaz naturel,Non affecté,,315.8,60.4,2759,623,3648,120.7,
2147E1049151U,2021-07-01,dpe appartement individuel,C,appartement,avant 1948,H2c,,,,1,,Gaz naturel,Électricité,VMC SF Hygro A après 2012,152,14,136,300,533,22.6,
2157E0741697A,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,938.3,190.5,1184.3,54,3060
2106E0050218S,2021-07-01,dpe maison individuelle,C,maison,1948-1974,H3,06084,,,2,,Bois – Bûches,Non affecté,,125.9,4.5,1419,667,2235,189.6,
2177E1040448F,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,157.2,379.4,746.2,80.7,2391.6
2192E0019447N,2021-07-01,dpe maison individuelle,E,maison,avant 1948,,92051,,1,1,1,Gaz naturel,Non affecté,,259.8,58.1,954,212,1198,41.8,41.8
2174E0000237Z,2021-07-01,dpe maison individuelle,G,maison,1978-1982,H1c,74256,,,1,,Électricité,Non affecté,,425.1,13.8,2215.6,466.1,2820.6,,
2144E0045667D,2021-07-01,dpe maison individuelle,C,maison,2006-2012,,44109,,1,1,1,Électricité,Non affecté,,139.7,5.3,837,574,1560,86.3,86.3
2159E0097212F,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H1a,59017,,,3,,Électricité,Gaz naturel,Ventilation par ouverture des fenêtres,183.3,24.7,1652,54,1967,113,
2169E0027674B,2021-07-01,dpe appartement individuel,F,appartement,1948-1974,H1c,69264,,,4,,Gaz naturel,Non affecté,,343.9,71.8,1216,194,1633,44.3,
2169E0000649Q,2021-07-01,dpe appartement individuel,E,appartement,1989-2000,H1c,69028,,,1,1,Électricité,Non affecté,,256.1,8.1,745.6,388.8,1228.2,,
2157E0742222F,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,4,4,16,Gaz naturel,Non affecté,,374.6,83.9,1093.1,201.8,1343.6,52,904
2145E0001813M,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H1b,45234,,,1,1,Électricité,Non affecté,,398.1,12.5,486.3,367.8,898,,
2157E0741914J,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2175E0651960H,2021-07-01,dpe appartement individuel,C,appartement,1948-1974,H1a,75120,,,4,,Gaz naturel,Non affecté,,141.6,26.1,83,77,250,19,
2137E0001020R,2021-07-01,dpe maison individuelle,C,maison,2006-2012,H2b,37008,,,1,,Électricité,Non affecté,,112,3.4,509.6,529.3,1228.8,,
2150E0745414S,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50525,,1,1,1,Électricité,Non affecté,,139.9,5,656,117,906,70,70
2147E1049153W,2021-07-01,dpe appartement individuel,C,appartement,avant 1948,H2c,,,,1,,Gaz naturel,Électricité,VMC SF Hygro A après 2012,161,18,205,286,593,24,
2150E0792910M,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50592,,2,2,1,Électricité,Non affecté,,126.2,4,0,321,494,55,55
2145E0001907C,2021-07-01,dpe maison individuelle,E,maison,1975-1977,H1b,45284,,,1,,Électricité,Non affecté,,304.1,11.9,1986.8,104.4,2233.1,,
2149E0000656D,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H2b,49248,,,1,,Électricité,Non affecté,,298.5,67.3,3472.1,238.6,4049.6,,
2150E0892414O,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,189.3,6,638,107,898,62,62
2137E0000292R,2021-07-01,dpe appartement individuel,E,appartement,1978-1982,H2b,37261,,,1,1,Électricité,Non affecté,,319.7,10.4,717.1,249.4,980.2,,
2150E0745714G,2021-07-01,dpe maison individuelle,E,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,252.4,8,771,93,992,52,52
2131E0000401Q,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H2c,31555,,,1,1,Électricité,Non affecté,,286.6,9.2,364.4,205.5,579.2,,
2150E0774471H,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50393,,1,1,1,Électricité,Non affecté,,137.6,5,723,120,1003,79.7,79.7
2162E0047795R,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H1a,62730,,,2,,Électricité,Non affecté,,349,12.9,2307,469,2930,95.5,
2150E0792891T,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50592,,2,2,1,Électricité,Non affecté,,199.1,5,0,280,451,36,36
2137E0000132N,2021-07-01,dpe appartement individuel,F,appartement,1989-2000,H2b,37050,,,1,1,Électricité,Non affecté,,404.4,12.8,324.8,203,554.9,,
2127E1048095K,2021-07-01,dpe maison individuelle,D,maison,1989-2000,H1a,27412,,,2,,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,142.7,30.7,1017,141,1293,105.7,
2150E0893347L,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,128.2,4,508,112,777,64,64
2138E0014585L,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1c,38053,,,1,,Gaz naturel,Non affecté,,203.9,44.4,820,228,1123,47.2,
2124E0012788U,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H2c,24538,,,2,,Électricité,Non affecté,,342.7,13.8,3277,433,3853,93,
2159E0082993I,2021-07-01,dpe maison individuelle,C,maison,1948-1974,,59350,,1,1,1,Électricité,Non affecté,,130.7,4.9,439,462,1006,61.3,61.3
2157E0741549I,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2117E0047352X,2021-07-01,dpe maison individuelle,G,maison,1948-1974,H2b,17411,,,1,,Fioul domestique,Non affecté,,437.4,88.8,2324,500,2865,84.3,
2159E0000129G,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H1a,59606,,,1,,Électricité,Non affecté,,317.3,10.6,3852.2,510.2,4423,,
2157E0741681K,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2166E0028736U,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H3,66124,,,1,,Électricité,Non affecté,,234.1,9,537,344,933,32.8,
2105E0001546R,2021-07-01,dpe appartement individuel,E,appartement,1978-1982,H1c,05061,,,1,1,Électricité,Non affecté,,270.5,8.4,986.5,443.3,1536.8,,
2164E0592720K,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H2c,64230,,,2,,Électricité,Non affecté,,267,10.6,2016,468,2673,92.8,
2129E0051203M,2021-07-01,dpe appartement individuel,C,appartement,1978-1982,H2a,29232,T1,1,1,1,Gaz naturel,Gaz naturel,VMC SF Gaz de 2001 à 2012,135.9,25,332,161,573,27.3,27.3
2164E0669431V,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H2c,64230,,,2,,Électricité,Non affecté,,269.3,10.7,1665,376,2163,92.8,
2159E0155233U,2021-07-01,dpe appartement individuel,C,appartement,2006-2012,H1a,59410,,,3,,Électricité,Non affecté,,168.8,6.5,1001,518,1647,85,
2192E1037881B,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H1a,92035,,4,4,32,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,280.6,10,316,248,612,21,21
2150E0792908K,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50592,,2,2,1,Électricité,Non affecté,,140.2,5,0,313,486,51,51
2169E0011407K,2021-07-01,dpe appartement individuel,C,appartement,2006-2012,H1c,69299,,,2,,Électricité,Non affecté,,149.2,5.7,745,491,1369,76,
2150E0745080W,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50393,,1,1,1,Électricité,Non affecté,,134.2,5,722,120,979,79.7,79.7
2157E0741361C,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : immeuble,F,immeuble,1948-1974,,57683,,4,4,16,Gaz naturel,Non affecté,,374.6,83.9,19004,3509,23358,904,904
2122E0000758A,2021-07-01,dpe maison individuelle,E,maison,2006-2012,H2a,22176,,,1,,Électricité,Non affecté,,263.1,8.5,1216.1,474.1,1808.8,,
2175E0066985G,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H1a,75104,,,1,,Électricité,Non affecté,,322.8,12.8,1179,389,1586,38.2,
2159E0004669W,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H1a,59650,,,2,,Gaz naturel,Non affecté,,298.3,41.8,1385,520,1936,70,
2150E0742788S,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,129.4,5,634,119,888,74,74
2192E1037847T,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H1a,92035,,1,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,233.1,8,262,259,575,23.1,23.1
2102E0004061H,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1a,02722,,,3,,Électricité,Non affecté,,186.2,7,557,518,1096,45.6,
2156E0044317R,2021-07-01,dpe maison individuelle,E,maison,1975-1977,,56260,,1,1,1,Électricité,Non affecté,,297.2,9.6,965,425,1504,46.5,46.5
2177E0001394P,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H1a,77249,,,1,,Électricité,Non affecté,,199.9,41.4,2148.3,201.5,2762.2,,
2158E1028812Y,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H1b,58098,,,2,,Électricité,Électricité,Ventilation mécanique sur conduit existant à partir de 2013,375,81,2737,383,3321,84,
2150E0892712A,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,195.8,6,724,112,992,67,67
2150E0893151X,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,119.2,4,315,92,569,47,47
2118E0007093N,2021-07-01,dpe maison individuelle,C,maison,avant 1948,,18240,,2,2,1,Électricité,Non affecté,,117.7,4.5,795,428,1262,89,89
2153E0021556D,2021-07-01,dpe maison individuelle,D,maison,1975-1977,,53107,,2,2,1,Électricité,Non affecté,,189.2,6.2,2287,569,2954,161.9,161.9
2149E0011533M,2021-07-01,dpe maison individuelle,D,maison,2001-2005,H2b,49307,,,2,,Électricité,Non affecté,,180.9,7,1027,501,1657,80,
2177E0001789U,2021-07-01,dpe maison individuelle,G,maison,1948-1974,H1a,77280,,,1,,Électricité,Non affecté,,441.6,97.7,3818.9,204.3,4240,,
2150E0745732Y,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,190.2,6,721,112,966,67,67
2149E0038031Q,2021-07-01,dpe appartement individuel,C,appartement,1989-2000,H2b,49007,,,5,,Électricité,Non affecté,,163.4,6.1,472,454,1011,48.7,
2150E0893174U,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,130.9,4,268,94,528,47,47
2174E1036273N,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H1c,74040,,,3,,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,151.2,30.6,823,211,1304,93,
2150E0774667V,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,201,7,716,93,959,52,52
2144E0000684A,2021-07-01,dpe maison individuelle,C,maison,2006-2012,H2b,44150,,,1,,Électricité,Non affecté,,158.4,29.6,749,209.4,1275.3,,
2186E0010211B,2021-07-01,dpe maison individuelle,D,maison,1978-1982,H2b,86165,,,1,,Électricité,Non affecté,,226.3,9,1350,427,1806,70.5,
2131E0000306Z,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H2c,31555,,,1,1,Électricité,Non affecté,,188.9,5.6,204.8,394.8,669.9,,
2144E0052260S,2021-07-01,dpe maison individuelle,D,maison,2006-2012,,44109,,1,1,1,Électricité,Non affecté,,216.5,6.5,190,334,571,20.8,20.8
2192E1037810I,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H1a,92035,,1,1,1,Électricité,Électricité,VMC SF Hygro A avant 2001,274.3,10,312,286,646,23.1,23.1
2135E0000012V,2021-07-01,dpe maison individuelle,C,maison,1989-2000,H2a,35024,,,1,,Électricité,Non affecté,,139.6,22,954.6,229.4,1465.1,,
2159E1037451G,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H1a,59606,,,1,1,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,379.4,83.9,1103,680,1878,55,55
2185E0001352H,2021-07-01,dpe maison individuelle,D,maison,2006-2012,H2b,85194,,,1,,Électricité,Non affecté,,213,6.9,1396.8,487.1,2012.7,,
2157E0741523I,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2157E0741368J,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,4,4,16,Gaz naturel,Non affecté,,374.6,83.9,1282.3,236.8,1576.2,61,904
2134E0019142O,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H3,34172,,,4,,Fioul domestique,Non affecté,,212.7,53.1,1664,552,2474,115.1,
2127E0000662N,2021-07-01,dpe maison individuelle,D,maison,2006-2012,H1a,27065,,,1,,Électricité,Non affecté,,214.9,6.8,921.3,466.6,1514.7,,
2150E0745233T,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50639,,1,1,1,Électricité,Non affecté,,113.5,4,585,123,846,79.6,79.6
2180E0260014Q,2021-07-01,dpe maison individuelle,D,maison,avant 1948,H1a,80021,,,3,,Gaz naturel,Non affecté,,180.1,39.3,1367,213,1680,92.8,
2157E0741904Z,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2160E0001588K,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H1a,60238,,,1,,Électricité,Non affecté,,255.1,55.9,1775.3,196.2,2104.9,,
2121E0740715W,2021-07-01,dpe appartement individuel,E,appartement,1948-1974,H1c,21617,,,8,,Gaz naturel,Non affecté,,248.8,52.6,444,82,640,36.9,
2150E0891562U,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,119.3,3,481,100,744,79.1,79.1
2184E0014981L,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H2d,84026,,,1,,Électricité,Non affecté,,240.3,9.7,2535,428,3039,110.8,
2150E0792906I,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50592,,2,2,1,Électricité,Non affecté,,125.3,4,0,321,494,55,55
2186E0035251D,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H2b,86041,,,1,,Gaz naturel,Non affecté,,167,32.3,552,286,1051,47.2,
2177E1040445C,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,102,246.1,484.1,52.4,2391.6
2114E0001471D,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H1a,14689,,,1,,Électricité,Non affecté,,388,12.9,1367.8,192.2,1641.9,,
2131E0002000D,2021-07-01,dpe appartement individuel,D,appartement,2006-2012,H2c,31022,,,1,1,Électricité,Non affecté,,186,5.9,655.7,269.6,1027.1,,
2134E0000449P,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H3,34318,,,1,1,Électricité,Non affecté,,266.6,8.7,1059.6,351.8,1435,,
2187E0000569G,2021-07-01,dpe maison individuelle,C,maison,1978-1982,H1c,87085,,,1,,Électricité,Non affecté,,116.1,22.9,1768.2,214.2,2470.3,,
2128E0112571T,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H1a,28229,,,1,1,Électricité,Gaz naturel,Ventilation par entrées d'air hautes et basses,151.1,32.1,711,426,1239,56.4,5440
2184E0001962S,2021-07-01,dpe maison individuelle,D,maison,1975-1977,H2d,84129,,,1,,Électricité,Non affecté,,228.2,7.4,1004.4,329.1,1360.5,,
2150E0742787R,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,129.9,5,637,119,891,74,74
2195E0017892V,2021-07-01,dpe maison individuelle,E,maison,1948-1974,,95604,,1,1,1,Gaz naturel,Non affecté,,245.4,54.8,1519,554,2125,79,79
2130E0098038W,2021-07-01,dpe maison individuelle,C,maison,1978-1982,H3,30033,,,1,,Bois – Bûches,Non affecté,,136.2,4.8,928,531,1690,120,
2147E0030661C,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H2c,47001,,,1,,Gaz naturel,Non affecté,,325.3,72.2,2200,176,2474,82.6,
2177E1040430N,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,175.2,422.8,831.6,89.9,2391.6
2193E0000404D,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H1a,93029,,,1,,Électricité,Non affecté,,289.2,46.6,1489.2,193.2,1737.5,,
2182E1032738W,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H2c,82121,,,2,,Électricité,Électricité,VMC SF Hygro B après 2012,311.6,12.5,1899,339,2288,85,
2190E0001520Y,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H1b,90010,,,1,1,Électricité,Non affecté,,325.9,10.6,890,315.5,1221.3,,
2129E0001718F,2021-07-01,dpe maison individuelle,G,maison,1948-1974,H2a,29042,,,1,,Électricité,Non affecté,,519.7,17.2,1888,426.8,2334.4,,
2179E0001041C,2021-07-01,dpe maison individuelle,E,maison,1975-1977,H2b,79326,,,1,,Électricité,Non affecté,,251.2,65.3,2593.1,267.2,3021.2,,
2114E0001274O,2021-07-01,dpe maison individuelle,C,maison,1989-2000,H1a,14242,,,1,,Électricité,Non affecté,,138.1,21.2,1330.7,234.3,1929.5,,
2144E0735502G,2021-07-01,dpe maison individuelle,E,maison,1948-1974,,44194,,1,1,1,Gaz naturel,Non affecté,,302.1,66,2011,135,2282,100,100
